Name,Distillery/Brand,Region,Bottler,Country,Rating,Reviews,Capacity (cl),Alcohol Percentage %,Price,Awards,Palate,Finish,Nose,Alcohol Percentage
Dailuaine 14 Year Old 2007 (bottled 2021) - Wilson & Morgan,Dailuaine,Scotland,Wilson & Morgan,Scotch Whisky,0.0,0.0,70,53,99.19,0,Chalky grist and sawdust follow biscuity spice before damp herbs and earthy leather arrive.,"Waxed citrus and a touch of mango join towards the finish, backed up by powerful oak and drying spice.","Buttered, toasted fruit loaf with candied ginger. Dried apple leads to floral malt and a dusting of nutmeg.","(70cl, 53.9%)"
A. Roborel De Climens Finition Rolle,A. Roborel De Climens,French,A. Roborel De Climens,French Whisky,0.0,0.0,50,40,58.74,0,"Stone fruits build with peaches and apricot crossing paths with roasted almonds, and toasted oak. Gently spicy malt gives delicate balance to the sweeter notes.","Lingering woody spice, floral vanilla, and silky fruits.","Elegant fruit welcomes the way, white plums, and grapes, a touch of prune and light, floral tobacco.","(50cl, 40%)"
Beverbach White Oak Cask Finish,Hardenberg,German,Hardenberg,German Whisky,0.0,0.0,70,43,66.95,0,"Sweet, floral honey and fragrant vanilla, poached pears drizzled in warm caramel.","Caramelised biscuits, gently spicy, peppery notes are balanced by more silky vanilla.","Rich, roasty barley, apricots, and peaches, with floral hints of fresh oak.","(70cl, 43%)"
Highland 11 Year Old - Founder's Collection (The Whisky Baron),The Whisky Baron,England,The Whisky Baron,English Whisky,0.0,0.0,70,55,83.27,0,"Milk chocolate Digestives, with distant bonfires, and candied citrus.","Peppery spice, grilled stone fruit, with some salted caramel.","Layers of warm spices, brown sugar, and oaky vanilla, with a touch of orchard fruit.","(70cl, 55%)"
Stratheden - Vintage (The Lost Distillery Company),The Lost Distillery Company,Scotland,The Lost Distillery Company,Scotch Whisky,0.0,0.0,70,46,149.99,0,"Crumbly fudge, a very light whiff of coastal peat, brown bread.",Chocolate-coated raisins and cooking spices.,"Dark fruits and rolling tobacco, with a few hints of brown sugar. Subtly old rum-esque.","(70cl, 46%)"
Glentauchers 14 year Old - Chorlton Whisky,Glentauchers,Scotland,Chorlton Whisky,Scotch Whisky,0.0,0.0,70,61,82.95,0,"Soft layers of sultana studded pastry, drizzles of caramel, with cooked apples and candied pecans in tow.","Spiced honey and a touch of cocoa, with oily malt and charred oak.","Malted biscuits, trickles of toffee, chocolate almonds, honeyed peach.","(70cl, 61.1%)"
Whisky Magazine Editor's Blend 2018,Whisky Magazine,England,Whisky Magazine,English Whisky,0.0,0.0,70,44,62.95,0,"Toffee apple and soft oak smokiness, with fresh papaya underneath.",Lingering citrus freshness and some peppery spice.,"Caraway, caramel and orange peel. A slight whiff of peat warmth.","(70cl, 44.4%)"
Teacher's Highland Cream,Teacher's,Scotland,Teacher's,Scotch Whisky,3.5,241.0,70,40,17.99,0,"Soft smoke, barley malt and manuka honey. Hints of Malt-driven palate with soft spices.",Malt and smoke on the finish. Classic.,"Fruity, malty aromas. Just a hint of peat smoke with a good dollop of gooey toffee.","(70cl, 40%)"
The Macallan M Black (2022 Release),The Macallan,Scotland,The Macallan,Scotch Whisky,0.0,0.0,70,46,5699.94,0,"Candied oranges, charred peaches, and honeyed fig combined with sultana, decadent dark chocolate, emerging into warming peat and spiced ginger.",Long peat smoke and sweet raisin.,"Fresh apple, pear, and citrus combined with sweet dates developing into subtle light peat.","(70cl, 46%)"
The Macallan M Black (2020 Release),The Macallan,Scotland,The Macallan,Scotch Whisky,0.0,0.0,70,45,6499.9,0,"Warming wood spices and peat with black forest fruits opening into vanilla, dark chocolate, ginger and fig medley. Ginger continues throughout as the combination of orange oil and peat gently rises and falls.",Long lingering peat smoke with a raisin sweetness.,"Dark chocolate and cherry, moving into vanilla and peat. Delicate wood spices, hints of dried fruit and treacle.","(70cl, 45%)"
Reference Series III.3,Reference Series,Scotland,Reference Series,Scotch Whisky,5.0,1.0,50,47,268.95,1,"Thick and chewy with calves leather and crumbly chocolate. Juicy dates, Corinth raisins and a touch of subtle mint.",A little more pleasant leather and tiramisu sprinkled with cocoa.,"Coffee bean, chocolate bread, a touch of marzipan, ice cream with toffee pieces, flamed orange peel and vanilla pods. Just a hint of blackcurrants on the bush.","(50cl, 47.3%)"
Port Charlotte PMC:01 2013,Bruichladdich,Scotland,Bruichladdich,Scotch Whisky,0.0,0.0,70,54,109.95,0,"Conference Pears, blackberries, stewed plums, vanilla, melon, and ginger, with a touch of marzipan.",Smoke and sea linger with more cooked black fruit.,"Classic Islay salty maritime notes meet rich peat smoke, red fruits, rose, honey, aged leather, and clove.","(70cl, 54.5%)"
Artesia Limited Edition Porto,TOS Distillerie,French,TOS Distillerie,French Whisky,0.0,0.0,70,45,82.14,0,"Creamy cereal, with more dried fruits, apricots, figs, and currants, with toasted almonds.","Nuttiness on the finish, with some peppery spice.","Some cherries, dried apple and raisins, with a touch of coffee beans.","(70cl, 45%)"
The Oxford Artisan Distillery Rye Whisky - Batch 4,The Oxford Artisan Distillery,England,The Oxford Artisan Distillery,English Whisky,0.0,0.0,70,51,93.71,0,"Vanilla cheesecake, digestive biscuits, liquorice, black pepper, clove, a hint of warm oak.","Slightly chocolatey, with hints of banana once again.","Subtly floral at first with citrus blossom and lavender, before a bundle of baked goods arrives â ginger snaps, banana bread, chocolate chip cookies.","(70cl, 51.3%)"
Bower Hill Barrel Reserve,Bower Hill,United States,Bower Hill,American Whiskey,0.0,0.0,75,43,62.63,0,Well-rounded vanilla. Subtle vegetal sweetness at points (tobacco perhaps?). Sugary boiled sweets.,Brown sugar and Swedish pepparkakor.,"Pear, apple and milky coffee. A hint of burnt sugar.","(75cl, 43%)"
Reference Series III.1,Reference Series,Scotland,Reference Series,Scotch Whisky,5.0,1.0,50,47,276.95,1,"Even thicker and chewier than III, you need a fork for this. Dates and raisins again, with a little more prune but it's all wrapped in chocolate still. Great intensity.","Thick chocolate, cocoa mousse, coffee cake and the faintest suggestion of mint but the herbal notes have been dialled down in favour of darker notes throughout.","Creamy with fresh berries, macadamia and Ferrero Rocher. The coffee bean, calves leather and rich toffee from III are all there too before more perfumed notes emerge, crÃ¨me fraÃ®che and fruit and nut.","(50cl, 47.7%)"
Inchgower 12 Year Old 2009 (cask 348069)  - James Eadie,Inchgower,Scotland,James Eadie,Scotch Whisky,0.0,0.0,70,58,74.94,0,"Stem ginger, dark chocolate, a smidge of anise and orange.","Marmalade on rye toast, vanilla pod, a hint of coffee.","Soft currant bun sweetness, with some grassy malt and a touch of flinty minerals.","(70cl, 58.7%)"
Lossit - Classic Selection (The Lost Distillery Company),The Lost Distillery Company,Scotland,The Lost Distillery Company,Scotch Whisky,4.0,12.0,70,43,52.0,1,"Cigar box, buttered crumpets, sea salt light hints of basil.",Remains packed with vanilla and peat.,"Damp oak, earthy peat and a hearty helping of milk chocolate.","(70cl, 43%)"
Reference Series I.2,Reference Series,Scotland,Reference Series,Scotch Whisky,5.0,1.0,50,47,54.95,0,"Mouthfilling and slightly effervescent all at once, roasted chestnuts, chardonnay and flatbread with a hint of smoky baba ganoush.",Well-rounded with seeded bread and clean oakiness as well as lingering smoke.,"A sack of perfumed malt sat on a harbour quay, custard and salted butter, flaxseed oil and Jelly Tots.","(50cl, 47.4%)"
Mars Komagatake Shinshu Aging 2022 Edition,Mars,Japan,Mars,Japanese Whisky,0.0,0.0,70,50,134.95,0,"Waves of vanilla and caramel counter prickles of pepper and ginger, while toasted hazelnuts and leathery oak develop beneath.","Barley sugars, a touch of tannic oak, melon, and sweet citrus.","Floral honey and orchard blossom are followed by hints of green apple, vanilla, and a touch of woody spice.","(70cl, 50%)"
Artesia Limited Edition Sherry,TOS Distillerie,French,TOS Distillerie,French Whisky,0.0,0.0,70,45,82.14,0,"Sweet sherry character, with drizzles of caramel, fresh peaches, hazelnuts, and some gingery spice.",Sweet and nutty.,"Dried apricots and sultanas, with some toasted brioche, and brown sugar.","(70cl, 45%)"
Brig O' Perth 14 Year Old,Brig O' Perth,Scotland,Brig O' Perth,Scotch Whisky,5.0,1.0,70,46,44.95,0,"Creamy malt and a touch of milk chocolate, followed by peppercorn, orange zest, and vanilla tablet.",Warming oak sticks around long on the finish.,"A bounty of vanilla and cooked fruit, with a good whiff of forest floor richness developing later on.","(70cl, 46.7%)"
Benrinnes 2011 (bottled 2022) - Wilson & Morgan,Benrinnes,Scotland,Wilson & Morgan,Scotch Whisky,0.0,0.0,70,46,62.94,0,"Floral orchard honey and fragrant dried spices mingle, while oaken caramel and soaked sultanas bring sweetness to buttered malt loaf.","Things stay fruity, with notes of blueberry pancakes, candied nuts, milk chocolate, and vanilla cream.","A host of fresh apples and pears are followed by sweet peaches and dried berries, joined by waves of buttery pastry.","(70cl, 46%)"
Ardmore 2010 (bottled 2022) - Wilson & Morgan,Ardmore,Scotland,Wilson & Morgan,Scotch Whisky,0.0,0.0,70,46,62.94,0,"A rich tangle of peat smoke and vanilla fudge, with sticky toffee and baked apple pastry cushioning warming green peppercorns.","Silky butterscotch tackles the pepper, while drying bonfire smoke and burnt toffee remain.","Sweet and smoky with oily malt and buttery shortbread, a hint of fruit tea, apricot, and charred oak.","(70cl, 46%)"
Waterford Arcadian - Gaia 2.1,Waterford Distillery,Ireland,Waterford Distillery,Irish Whiskey,0.0,0.0,70,50,74.94,0,"Toasted almond, flaky pastry, vanilla pod, citrus peels, a good crack of peppery heat.","Strawberry tart, with a dollop of vanilla ice cream.","Soft hints of rhubarb and red berry sweetness, with touches of popcorn and floral breeze alongside.","(70cl, 50%)"
SPEY Trutina Cask Strength - Batch 3,Speyside,Scotland,Speyside,Scotch Whisky,4.0,1.0,70,59,59.24,0,"Creamy custard, buttery fudge, sweet pear, and apricot tart.","Apple crumble with subtle spice and vanilla cream, just a pinch of pepper on the end.","Delicate vanilla, butterscotch and toffee apples.","(70cl, 59.1%)"
Peg Whisky Small Batch Exclusive Series 1,Peg Whisky,Scotland,Peg Whisky,Scotch Whisky,5.0,12.0,70,46,45.0,1,"Biscuit dough, chocolate once again, growing hints of anise and nutmeg.",Lingering baking spice warmth.,"Chocolate orange, vanilla pod and some floral malt.","(70cl, 46%)"
Twilight Gold 10 Year Old Blended Malt Scotch Whisky,OSA Fine Spirits,Scotland,OSA Fine Spirits,Scotch Whisky,0.0,0.0,70,40,38.99,0,"More candied citrus, underripe pear, and crystallised ginger.","Set honey, and woody spices.","Dried apple, lemon jam, and heather honey.","(70cl, 40%)"
The Epicurean Glasgow Edition Release No.2,The Epicurean,Scotland,Douglas Laing,Scotch Whisky,0.0,0.0,70,56,52.45,0,"A slick balance of creamy vanilla, fresh pastries, and vegetal herbs, with soft butterscotch lingering throughout.",Fresh mint rests beneath milk chocolate Brazil nuts and peppery oak.,"Zesty malt and citrus peels lead, with hints of seeded bread and peppery spice.","(70cl, 56.8%)"
Armorik 10 Year Old,Warenghem,French,Warenghem,French Whisky,0.0,0.0,70,46,53.9,0,"Zesty citrus, more tropical fruit, butterscotch, and sweet malt, with hints of nuts and raisins.",Ginger spice and marmalade on toast.,"Green apple, pineapple, and vanilla blossom, with some frangipane and freshly-baked bread in tow.","(70cl, 46%)"
Annandale Man OâWords Vintage 2015 â Sherry Cask (cask 821),Annandale,Scotland,Annandale,Scotch Whisky,0.0,0.0,70,60,129.64,0,"Cinnamon biscuits, walnut, raisin, a little milk chocolate.","Dry barley, orange once again, and nutmeg.","Honey and waxy citrus peels, with sultanas and pecans in support.","(70cl, 60.7%)"
Hamiltons Lowland Single Malt Scotch Whisky,Hamiltons,Scotland,Hamiltons,Scotch Whisky,4.0,6.0,70,40,26.0,0,"Light, as can be expected of a release looking to capture a classic Lowland style with more sweet fragrant cereal.",Delicate and moreish.,"Attractive summer nose with dried grass, malt and sweet violet.","(70cl, 40%)"
Islay 8 Year Old 2013 - South Star Spirits,South Star Spirits,Scotland,South Star Spirits,Scotch Whisky,4.0,1.0,70,48,45.95,0,"Salted caramel, vanilla tablet, seaweed, and shortbread.",Roasted nuts and a hint of ash.,"Earthy smoke, with fragrant malt and some coastal salinity.","(70cl, 48%)"
Old Perth 12 Year Old - Aged Collection,Old Perth,Scotland,Old Perth,Scotch Whisky,5.0,1.0,70,46,54.94,0,"Plump sultanas and raisins, dates, and wafts of dark jammy berries, honeyed biscuits, spicy oak, and cinnamon.","Dried, boozy fruit notes continue along with milk chocolate and spicy wafts of ginger, nutmeg, and anise.","Fruit and nut chocolate, rich malt, warming baking spices.","(70cl, 46%)"
Highland Lights 12 Year Old Whisky,Highland Lights,Scotland,Highland Lights,Scotch Whisky,0.0,0.0,50,42,32.95,0,"Toffee pennies and an abundance of stone fruits, with dried apricot and peach backed up by warm blueberry muffins. Walnut oil follows, with bold barley in tow.","Malted biscuits, stroopwafels, dried apples, and cinnamon sugar.","Stewed plums and pears, a touch of pine. Notes of maple and blueberry bring fluffy pancakes to mind.","(50cl, 42.8%)"
Linkwood 9 Year Old 2012 - Benchmark (Murray McDavid) 46%,Linkwood,Scotland,Murray McDavid,Scotch Whisky,0.0,0.0,70,46,65.0,0,"Delicious layers of sweet candied fruit, vanilla custard, and buttery pastry, with charred pineapple and zesty marmalade.","Honeyed fruit remains, joined by mellow spice, juicy sultanas, and sweet oak.","Honeyed granola, fresh apples, and berries, with creamy oak and a hint of ginger.","(70cl, 46%)"
Angelsâ Nectar - Cairngorms Edition (Third Edition),Angels' Nectar,Scotland,Angels' Nectar,Scotch Whisky,0.0,0.0,70,46,76.95,0,"Crunchy pear and apple, with a thick layer of toffee.","Marzipan, lemon cheesecake, and hint of crushed cinnamon.","Honeyed malt and juicy orchard fruit, whiff of cedar underneath.","(70cl, 46%)"
Catoctin Creek Roundstone Rye Distiller's Edition,Catoctin Creek,United States,Catoctin Creek,American Whiskey,5.0,1.0,70,46,53.94,0,"A big hit of ginger and toasted nuts alongside cigar box, cocoa and maple syrup.",Butterscotch lingers alongside more cocoa and a touch of lemon peel.,"Mint chocolate and spicy oak, with sweet shop aromas leading into freshly baked cookies.","(70cl, 46%)"
The Oxford Artisan Distillery Rye Whisky - Batch 2,The Oxford Artisan Distillery,England,The Oxford Artisan Distillery,English Whisky,0.0,0.0,70,47,94.94,0,"Richly fruity with redcurrant and blackberry, though the earthiness of the rye still manages to sneak through. Honey and vanilla remains.","Spicy cardamom and cassia, with a touch of fried banana.","Toffee pennies, almond and walnut, red liquorice, cooked orchard fruit, and familiar peppery heat.","(70cl, 47.4%)"
Wire Works Virgin Oak Finish,White Peak Distillery,England,White Peak Distillery,English Whisky,0.0,0.0,70,51,66.95,0,"Vanilla fudge, banana foam sweeties, dried fruit, and some chocolate emerge first followed by hints of marmalade, dates, lime zest, and a nutty element.",Sweet and slightly drying.,"Brown sugar, red apples, cinder toffee, and a little cinnamon as well as some leather.","(70cl, 51.7%)"
Towiemore - Classic Selection (The Lost Distillery Company),The Lost Distillery Company,Scotland,The Lost Distillery Company,Scotch Whisky,4.0,3.0,70,43,42.99,0,"Caramelised banana and apple, with a layer of salted butter.",Christmas spices and toasted almonds.,"Juicy white peach and raspberries, with underlying hints of oily walnut.","(70cl, 43%)"
Waterford Heritage - Hunter 1.1,Waterford Distillery,Ireland,Waterford Distillery,Irish Whiskey,0.0,0.0,70,50,92.94,0,"Rich shortbread, with a touch of orange oil, fragrant orchard fruits, dusty grain, and rounded spices.","A touch of oaky char lingers, along with green oak.","Sun dried hay, with some pencil shavings, oaky spice, and apple.","(70cl, 50%)"
Dailuaine 2011 (bottled 2022) - Wilson & Morgan,Dailuaine,Scotland,Wilson & Morgan,Scotch Whisky,0.0,0.0,70,46,59.94,0,"More sweet citrus, with a touch of bitter pith in tow, honeyed nuts, and sultanas follow with a balance of creamy malt and drying oak.","A touch of tobacco towards the finish, with silky caramel and chocolate raisins balancing prickles of root ginger.","Zesty marmalade and fresh orchard fruits aplenty, with biscuity malt and toasted oak.","(70cl, 46%)"
Staoisha 3 Year Old 2018 - Signature Series (The Whisky Baron),Bunnahabhain,Scotland,The Whisky Baron,Scotch Whisky,0.0,0.0,70,56,76.6,0,"Sweet smoke, maple glazed bacon, and a touch of spiced fruit cake.","A touch of seaweed, with lingering bonfire.","Coastal peat, with notes of brown sugar, and prunes.","(70cl, 56.7%)"
Hibiki Japanese Harmony Master's Select,Hibiki,Japan,Hibiki,Japanese Whisky,4.0,18.0,70,43,199.0,0,"Chocolate orange, creamy wood notes, dried apricot and sultanas, cinnamon.",Plum and ginger. Brown sugar and milk chocolate.,"Citrus blossom, mango and juicy raisins. A slight touch of vanilla-rich oak.","(70cl, 43%)"
House of Macduff Selkie Batch #3,House of Macduff,Scotland,House of Macduff,Scotch Whisky,0.0,0.0,50,50,41.95,0,Delicate lemon and salted caramel with singed heather shrouded by bonfire embers.,Oak char and a touch of ginger.,"Grassy peat smoke drifts through creamy vanilla, poached pears, and a little marzipan.","(50cl, 50%)"
Linkwood 14 Year Old - Skene Dhu,Linkwood,Scotland,Skene Whisky,Scotch Whisky,0.0,0.0,70,48,95.0,0,Toffee apples and cinnamon with dark chocolate in support.,Medium-length and pleasant.,Heaps of autumnal fruits are partnered welcomely by baking spice and sherry-soaked nuts.,"(70cl, 48%)"
Bowmore 30 Year Old (2021 Release),Bowmore,Scotland,Bowmore,Scotch Whisky,0.0,0.0,70,45,2181.74,0,Intense tropical fruits with a subtle sweetness and warm peat smoke.,Mouth warming with ripe fruits lingering on the tongue.,"Ripe apricot, charred pineapple, mango, and butterscotch.","(70cl, 45.1%)"
Hellyers Road Pinot Noir Cask Finish,Hellyers Road,Australian,Hellyers Road,Australian Whisky,4.5,1.0,70,46,55.95,0,"A big, rich, sweet palate with strawberry jam and cracked black pepper. Oily and mouth-filling, with a wonderful blackcurrant note. A dash of nutmeg adds some real complexity late palate.","Short-to-medium with sweet, fruity honey on the finish.","Buttery, biscuity, malty aromas. Hints of Pina Colada, allspice, a little tropical fruit. Thereâs also an underlying berry fruit character. Honeyed and very inviting.","(70cl, 46.2%)"
Clynelish Select Reserve (Special Release 2015),Clynelish,Scotland,Clynelish,Scotch Whisky,0.0,0.0,70,56,693.53,0,"Custard and cocoa, thick, delicious and comforting.",Spicy and sweet with a hint of salinity.,"Super buttery at first, rather than waxy per se, it's like custard. There's some jaffa cake in there, but it's more cake than jaffa, pepper too.","(70cl, 56.1%)"
Strathcolm 12 Year Old (Alistair Forfar),Alistair Forfar,Scotland,Alistair Forfar,Scotch Whisky,4.0,2.0,70,40,30.9,0,Caramel and more citrus zest and sweets with white chocolate.,Subtle heather toffees.,Light and fragrant with vanilla and orange blossom.,"(70cl, 40%)"
The Oxford Artisan Distillery Rye Whisky - Batch 3,The Oxford Artisan Distillery,England,The Oxford Artisan Distillery,English Whisky,0.0,0.0,70,51,94.94,0,"Honeydew melon, raspberry, white chocolate, dry oak, a familiar peppery heat lingering, plus smoke reappearing.","Vanilla, blackcurrant, soft rye, and apple.","Wine-soaked dried fruit, liquorice, toasted cedar with a smidge of smoke, and a few vegetal flickers.","(70cl, 51.2%)"
Bruichladdich High Noon - Feis Ile 2015,Bruichladdich,Scotland,Bruichladdich,Scotch Whisky,0.0,0.0,50,48,599.0,0,Juicy with fresh berries and Sherry. A slight coastal hint comes through. Cracked black pepper.,Lingering Sherry-soaked orchard fruits and white oak.,"Strawberries, vanilla malt and old oak.","(50cl, 48.7%)"
Langatun Old Deer Classic Cask Proof,Langatun,Swiss,Langatun,Swiss Whisky,2.5,1.0,50,58,67.95,0,"More malt, with orchard fruit and orange peel coming through.",Long and surprisingly mellow for a cask strength whisky.,Clean malt and fresh vanilla bean. A little bit of fresh apple.,"(50cl, 58.5%)"
Dewar's 8 Year Old Ilegal Smooth,Dewar's,Scotland,Dewar's,Scotch Whisky,4.5,2.0,70,40,26.44,0,"Sweet honey and caramel, cooked green vegetables and peppers, with warming heat.",Lingering peppery spice with herbaceous funk and sweet oaken malt.,"Vegetal notes with malted barley, soft smoke, sweet agave, honey and dried heather.","(70cl, 40%)"
The Macallan 12 Year Old 1992 Elegancia,The Macallan,Scotland,The Macallan,Scotch Whisky,0.0,0.0,100,40,999.0,0,Spice and citrus balanced with a nutty maltiness.,Sweet toffee with spice and light oak.,"Light citrus with vanilla, sweet toffee, spice, and oak.","(100cl, 40%)"
ChÃ¢teau du Breuil Single Malt,ChÃ¢teau du Breuil,French,ChÃ¢teau du Breuil,French Whisky,0.0,0.0,70,46,64.94,0,"The nuttiness continues with toasted almonds and sweet marzipan. Floral vanilla leads to a touch of citrus zest, with cedar resting beneath.","Fresh and fruity with vibrant, biscuity malt, delicate oak, and sweet, lingering spice.","Delicate fruits with soft peach and ripe pear, followed by nutty, woody malt.","(70cl, 46%)"
Dalmore 40 Year Old (2022 Release),Dalmore,Scotland,Dalmore,Scotch Whisky,0.0,0.0,70,42,9000.0,0,"Orange peel, chocolate truffles, old English marmalade, and crushed walnuts.","Black forest fruits, poached pear laced with caramel, and dark chocolate.","Cherries, plums, sultanas, toffee apple, and vanilla pod.","(70cl, 42%)"
Beathan 2010 (bottled 2022) - Wilson & Morgan,Wilson & Morgan,Scotland,Wilson & Morgan,Scotch Whisky,0.0,0.0,70,46,75.22,0,"Bold barley with layers of leathery oak and elegant smoke, juicy sultanas, and floral honey.","Rich oak char, hints of heather and toffee, with plenty of warming baking spice and lingering whispers of peat smoke.","Hearty helpings of soaked berries, buttery pastry, and sherried fruit, alongside earthy peat, and smouldering hay.","(70cl, 46%)"
Amrut Peated Port Pipe (cask 2712),Amrut,India,Amrut,Indian Whisky,0.0,0.0,70,60,198.99,0,"Fragrant tobacco, bonfire embers, drying spice balanced by juicy stone fruits.","A touch vegetal with robust malt, balanced by delicate red fruits and smoked oak.","Dark, stewed berries, sweet liquorice, roasted nuts, and earthy oak char.","(70cl, 60%)"
Caperdonich 25 Year Old Peated - Secret Speyside Collection,Caperdonich,Scotland,Caperdonich,Scotch Whisky,0.0,0.0,70,50,484.94,1,"A melody of sweet pear and gentle bonfire smoke, soft fruits and green apple echoing the nose.",Balanced and long.,"Sweet smoke, notes of seaweed and freshly cut green apple.","(70cl, 50.6%)"
Ardmore 10 Year Old 2009 - Single & Single,Ardmore,Scotland,Single & Single,Scotch Whisky,5.0,1.0,70,53,83.95,0,"Peppery oak and earthy vanilla pod, with a touch of oak char and golden syrup.",Honey and mint milk chocolate.,"Candied ginger and chocolate marble cake, with hints of toasted nuts.","(70cl, 53.9%)"
Linkwood 9 Year Old - Solasta Spirits,Solasta Spirits,Scotland,Solasta Spirits,Scotch Whisky,0.0,0.0,70,51,63.95,0,"A slow build of vanilla sponge, cut grass and honeydew melon.",Sugared peels and crushed peppercorns.,"Tangy mango and pineapple, with a touch of cask char giving a savoury, balancing note.","(70cl, 51.5%)"
Crabbie 18 Year Old,John Crabbie & Co.,Scotland,John Crabbie & Co.,Scotch Whisky,0.0,0.0,70,46,129.95,0,"More tropical fruity notes, along with singed heather, cinnamon rolls, and milky coffee.","Spiced, honeyed French toast.","Banana bread, golden syrup, orange chocolate, and oak spice.","(70cl, 46.6%)"
Teerenpeli 2013 (bottled 2022) (cask 13B) - Berry Bros. & Rudd,Teerenpeli,Finland,Berry Bros. & Rudd,Finnish Whisky,0.0,0.0,70,59,159.9,0,"Manuka honey, blood orange, cinnamon, and a helping of malty vanilla.",Notes of fruitcake linger.,"Sherry-soaked dates, toasted almonds, gingerbread, and BBQ meats.","(70cl, 59.9%)"
Tobermory 9 Year Old 2013 (cask 9664) - The Cooper's Choice (The Vintage Malt Whisky Co.),Tobermory,Scotland,The Vintage Malt Whisky Co.,Scotch Whisky,0.0,0.0,70,54,75.95,0,"The ginger is more syrupy now, followed by ripe pear, honey, and vanilla sweetness.","Sweet barley, a touch of white pepper, stewed apple, and golden syrup.","Toffee apple, fried banana, and a kick of spicy ginger.","(70cl, 54%)"
Arbikie Highland Rye 1794 (2020 Release),Arbikie,Scotland,Arbikie,Scotch Whisky,0.0,0.0,70,48,130.0,0,"Nutmeg, biscuit dough, honeyed cereal, jammy sultanas, liquorice.","Chocolate sponge cake, clove, candied ginger.","Damson jam, toasted cedar, black pepper, fudge, and cinnamon.","(70cl, 48%)"
High Coast Hav - Oak Spice,High Coast,Sweden,High Coast,Swedish Whisky,4.0,2.0,70,48,58.94,0,"A little cracked black pepper flickers through a rounded and full-bodied palate, which carries plenty of thick caramel, tropical fruit and vanilla cookies.","A hint of citrus fruit, brown sugar and earthy florals remain.","The first thing you notice is spicy malt notes, then comes the fruit - candied orange peel and raspberries. Dark chocolate, dried grass and cinnamon flavours emerge and are then followed by a little marzipan.","(70cl, 48%)"
The English 2010 Heavily Smoked,The English Whisky Co,England,The English Whisky Co,English Whisky,4.0,1.0,70,46,55.24,0,"Caramel, more of that beautiful salinity and more than a touch of red fruit, and nectarine.","Long, lingering, and with unremitting wave after wave of that sweet, sweet peat.","Seaweed, salted caramel, and oodles of rich and creamy smoke.","(70cl, 46%)"
Ardmore 2011 (bottled 2021) (cask 801901) - Samaroli,Ardmore,Scotland,Samaroli,Scotch Whisky,0.0,0.0,70,45,192.85,0,"Quite oily on the palate, with more savoury, meaty notes balanced by sweet spices, plus a touch of cherry.","Slightly bready, with smoke and salted peanut notes.","Gingerbread, old oak furniture with a hint of wood polish, Frazzles.","(70cl, 45%)"
A. Roborel De Climens Finition Ugni Blanc,A. Roborel De Climens,French,A. Roborel De Climens,French Whisky,0.0,0.0,50,46,55.95,0,"Heavy notes of sweet poached fruit and oily, leathery oak with musty, earthen spice lingering.","Dense oak and roasted malt continue, with more baked fruit and powerful spice.","Creamy vanilla with floral oak, charred wood, and delicate orchard fruits.","(50cl, 46%)"
Peated Blended Malt - Prologue (Chapter 7),Chapter 7,Scotland,Chapter 7,Scotch Whisky,0.0,0.0,70,47,47.0,0,"Sugary cereals, toasted almonds, and orchard fruit are joined by sparks of white pepper.","Smoky, spicy, and delicately sweet.","Cooked apple, floral barley, bonfire smoke, and lemon peel.","(70cl, 47.9%)"
Shortcross Rye & Malt Irish Whiskey,Shortcross Gin,Ireland,Rademon Estate,Irish Whiskey,5.0,2.0,70,46,63.94,0,"Heaps of homemade marmalade on brown bread, so vibrant and clear you can almost taste the little bits of orange peel. Thereâs also dark honey, aromatic ginger, and some green apple sharpness.","Soft and supple, with more creamy fudge and orangey goodness.","Orange chocolate, coffee fudge, dried apricot, vanilla, and some toasted almonds in support with a sprinkling of sweet baking spice.","(70cl, 46%)"
La Piautre Single Malt TourbÃ©,La Piautre,French,La Piautre,French Whisky,0.0,0.0,50,46,46.95,0,"Lemon peel, vanilla sweetness, and toasted peppercorns.","A smoky finish, with hints of floral honey.","The initial peat smoke leads into lemon blossom, honeyed toast, and tannic oak.","(50cl, 46%)"
Spade & Bushel 14 Year Old - Sweet Marsala Wine Finish,Connacht,Ireland,Connacht,Irish Whiskey,0.0,0.0,70,45,75.55,0,Aromatic baking spice with warm toasty oak and red berry sweetness.,Spicy and smooth.,"Butterscotch, marzipan, and lots of bright citrus fruits.","(70cl, 45%)"
Tomintoul 20 Year Old 2001 (cask 1) - Port Pipe,Tomintoul,Scotland,Tomintoul,Scotch Whisky,0.0,0.0,70,58,241.14,0,"Cocoa powder, blueberry muffin, maple syrup, cinnamon, and strawberry ice cream.",Lasting strawberry and blackcurrant hints.,"Raspberry jam on toast, with hints of clove and vanilla underneath.","(70cl, 58.1%)"
Mars Maltage Cosmo â Manzanilla Cask Finish,Mars,Japan,Mars,Japanese Whisky,0.0,0.0,70,42,94.95,0,"Still has a raspberry jam hint to it, now paired with raisin and prune. Nutty coffee, vanilla, and caramel.","Quite long, with whispers of cassia and black pepper developing underneath the wine-like sweetness.","Milk chocolate, raspberry, orange zest, and walnut.","(70cl, 42%)"
